date,currency_name,value,unit,note
20-11-2012,US Dollar,54.91,value in indian rupees per unit of foreign currency,
20-11-2012,Pound Sterling,87.38,value in indian rupees per unit of foreign currency,
20-11-2012,Japanese Yen,67.55,value in indian rupees per unit of foreign currency,
20-11-2012,Euro,70.24,value in indian rupees per unit of foreign currency,
19-11-2012,US Dollar,54.97,value in indian rupees per unit of foreign currency,
19-11-2012,Pound Sterling,87.5,value in indian rupees per unit of foreign currency,
19-11-2012,Japanese Yen,67.65,value in indian rupees per unit of foreign currency,
19-11-2012,Euro,70.16,value in indian rupees per unit of foreign currency,
16-11-2012,US Dollar,54.99,value in indian rupees per unit of foreign currency,
16-11-2012,Pound Sterling,87.21,value in indian rupees per unit of foreign currency,
16-11-2012,Japanese Yen,67.88,value in indian rupees per unit of foreign currency,
16-11-2012,Euro,70.22,value in indian rupees per unit of foreign currency,
15-11-2012,US Dollar,54.96,value in indian rupees per unit of foreign currency,
15-11-2012,Pound Sterling,87.1,value in indian rupees per unit of foreign currency,
15-11-2012,Japanese Yen,68.03,value in indian rupees per unit of foreign currency,
15-11-2012,Euro,70.03,value in indian rupees per unit of foreign currency,
12-11-2012,US Dollar,54.93,value in indian rupees per unit of foreign currency,
12-11-2012,Pound Sterling,87.38,value in indian rupees per unit of foreign currency,
12-11-2012,Japanese Yen,69.13,value in indian rupees per unit of foreign currency,
12-11-2012,Euro,69.93,value in indian rupees per unit of foreign currency,
09-11-2012,US Dollar,54.34,value in indian rupees per unit of foreign currency,
09-11-2012,Pound Sterling,86.97,value in indian rupees per unit of foreign currency,
09-11-2012,Japanese Yen,68.31,value in indian rupees per unit of foreign currency,
09-11-2012,Euro,69.43,value in indian rupees per unit of foreign currency,
08-11-2012,US Dollar,54.44,value in indian rupees per unit of foreign currency,
08-11-2012,Pound Sterling,87.0,value in indian rupees per unit of foreign currency,
08-11-2012,Japanese Yen,68.12,value in indian rupees per unit of foreign currency,
08-11-2012,Euro,69.48,value in indian rupees per unit of foreign currency,
07-11-2012,US Dollar,54.25,value in indian rupees per unit of foreign currency,
07-11-2012,Pound Sterling,87.0,value in indian rupees per unit of foreign currency,
07-11-2012,Japanese Yen,67.77,value in indian rupees per unit of foreign currency,
07-11-2012,Euro,69.83,value in indian rupees per unit of foreign currency,
06-11-2012,US Dollar,54.6,value in indian rupees per unit of foreign currency,
06-11-2012,Pound Sterling,87.31,value in indian rupees per unit of foreign currency,
06-11-2012,Japanese Yen,68.19,value in indian rupees per unit of foreign currency,
06-11-2012,Euro,69.86,value in indian rupees per unit of foreign currency,
05-11-2012,US Dollar,54.08,value in indian rupees per unit of foreign currency,
05-11-2012,Pound Sterling,86.69,value in indian rupees per unit of foreign currency,
05-11-2012,Japanese Yen,67.29,value in indian rupees per unit of foreign currency,
05-11-2012,Euro,69.37,value in indian rupees per unit of foreign currency,
02-11-2012,US Dollar,53.66,value in indian rupees per unit of foreign currency,
02-11-2012,Pound Sterling,86.37,value in indian rupees per unit of foreign currency,
02-11-2012,Japanese Yen,66.85,value in indian rupees per unit of foreign currency,
02-11-2012,Euro,69.24,value in indian rupees per unit of foreign currency,
01-11-2012,US Dollar,53.78,value in indian rupees per unit of foreign currency,
01-11-2012,Pound Sterling,86.77,value in indian rupees per unit of foreign currency,
01-11-2012,Japanese Yen,67.25,value in indian rupees per unit of foreign currency,
01-11-2012,Euro,69.71,value in indian rupees per unit of foreign currency,
31-10-2012,US Dollar,54.12,value in indian rupees per unit of foreign currency,
31-10-2012,Pound Sterling,87.08,value in indian rupees per unit of foreign currency,
31-10-2012,Japanese Yen,67.99,value in indian rupees per unit of foreign currency,
31-10-2012,Euro,70.15,value in indian rupees per unit of foreign currency,
30-10-2012,US Dollar,54.16,value in indian rupees per unit of foreign currency,
30-10-2012,Pound Sterling,86.83,value in indian rupees per unit of foreign currency,
30-10-2012,Japanese Yen,68.22,value in indian rupees per unit of foreign currency,
30-10-2012,Euro,69.85,value in indian rupees per unit of foreign currency,
29-10-2012,US Dollar,53.81,value in indian rupees per unit of foreign currency,
29-10-2012,Pound Sterling,86.52,value in indian rupees per unit of foreign currency,
29-10-2012,Japanese Yen,67.51,value in indian rupees per unit of foreign currency,
29-10-2012,Euro,69.5,value in indian rupees per unit of foreign currency,
25-10-2012,US Dollar,53.63,value in indian rupees per unit of foreign currency,
25-10-2012,Pound Sterling,86.18,value in indian rupees per unit of foreign currency,
25-10-2012,Japanese Yen,66.91,value in indian rupees per unit of foreign currency,
25-10-2012,Euro,69.75,value in indian rupees per unit of foreign currency,
23-10-2012,US Dollar,53.59,value in indian rupees per unit of foreign currency,
23-10-2012,Pound Sterling,85.81,value in indian rupees per unit of foreign currency,
23-10-2012,Japanese Yen,67.09,value in indian rupees per unit of foreign currency,
23-10-2012,Euro,69.91,value in indian rupees per unit of foreign currency,
22-10-2012,US Dollar,53.67,value in indian rupees per unit of foreign currency,
22-10-2012,Pound Sterling,86.05,value in indian rupees per unit of foreign currency,
22-10-2012,Japanese Yen,67.45,value in indian rupees per unit of foreign currency,
22-10-2012,Euro,70.07,value in indian rupees per unit of foreign currency,
19-10-2012,US Dollar,53.72,value in indian rupees per unit of foreign currency,
19-10-2012,Pound Sterling,86.15,value in indian rupees per unit of foreign currency,
19-10-2012,Japanese Yen,67.71,value in indian rupees per unit of foreign currency,
19-10-2012,Euro,70.17,value in indian rupees per unit of foreign currency,
18-10-2012,US Dollar,52.97,value in indian rupees per unit of foreign currency,
18-10-2012,Pound Sterling,85.45,value in indian rupees per unit of foreign currency,
18-10-2012,Japanese Yen,66.94,value in indian rupees per unit of foreign currency,
18-10-2012,Euro,69.46,value in indian rupees per unit of foreign currency,
17-10-2012,US Dollar,52.75,value in indian rupees per unit of foreign currency,
17-10-2012,Pound Sterling,85.08,value in indian rupees per unit of foreign currency,
17-10-2012,Japanese Yen,67.07,value in indian rupees per unit of foreign currency,
17-10-2012,Euro,69.04,value in indian rupees per unit of foreign currency,
16-10-2012,US Dollar,52.82,value in indian rupees per unit of foreign currency,
16-10-2012,Pound Sterling,84.96,value in indian rupees per unit of foreign currency,
16-10-2012,Japanese Yen,66.95,value in indian rupees per unit of foreign currency,
16-10-2012,Euro,68.61,value in indian rupees per unit of foreign currency,
15-10-2012,US Dollar,53.12,value in indian rupees per unit of foreign currency,
15-10-2012,Pound Sterling,85.15,value in indian rupees per unit of foreign currency,
15-10-2012,Japanese Yen,67.65,value in indian rupees per unit of foreign currency,
15-10-2012,Euro,68.6,value in indian rupees per unit of foreign currency,
12-10-2012,US Dollar,52.7,value in indian rupees per unit of foreign currency,
12-10-2012,Pound Sterling,84.51,value in indian rupees per unit of foreign currency,
12-10-2012,Japanese Yen,67.21,value in indian rupees per unit of foreign currency,
12-10-2012,Euro,68.16,value in indian rupees per unit of foreign currency,
11-10-2012,US Dollar,53.07,value in indian rupees per unit of foreign currency,
11-10-2012,Pound Sterling,84.95,value in indian rupees per unit of foreign currency,
11-10-2012,Japanese Yen,68.06,value in indian rupees per unit of foreign currency,
11-10-2012,Euro,68.24,value in indian rupees per unit of foreign currency,
10-10-2012,US Dollar,53.04,value in indian rupees per unit of foreign currency,
10-10-2012,Pound Sterling,84.83,value in indian rupees per unit of foreign currency,
10-10-2012,Japanese Yen,67.82,value in indian rupees per unit of foreign currency,
10-10-2012,Euro,68.21,value in indian rupees per unit of foreign currency,
09-10-2012,US Dollar,52.38,value in indian rupees per unit of foreign currency,
09-10-2012,Pound Sterling,84.0,value in indian rupees per unit of foreign currency,
09-10-2012,Japanese Yen,66.85,value in indian rupees per unit of foreign currency,
09-10-2012,Euro,67.99,value in indian rupees per unit of foreign currency,
08-10-2012,US Dollar,52.21,value in indian rupees per unit of foreign currency,
08-10-2012,Pound Sterling,84.0,value in indian rupees per unit of foreign currency,
08-10-2012,Japanese Yen,66.46,value in indian rupees per unit of foreign currency,
08-10-2012,Euro,67.75,value in indian rupees per unit of foreign currency,
05-10-2012,US Dollar,51.62,value in indian rupees per unit of foreign currency,
05-10-2012,Pound Sterling,83.57,value in indian rupees per unit of foreign currency,
05-10-2012,Japanese Yen,65.83,value in indian rupees per unit of foreign currency,
05-10-2012,Euro,67.17,value in indian rupees per unit of foreign currency,
04-10-2012,US Dollar,51.98,value in indian rupees per unit of foreign currency,
04-10-2012,Pound Sterling,83.68,value in indian rupees per unit of foreign currency,
04-10-2012,Japanese Yen,66.14,value in indian rupees per unit of foreign currency,
04-10-2012,Euro,67.2,value in indian rupees per unit of foreign currency,
03-10-2012,US Dollar,52.33,value in indian rupees per unit of foreign currency,
03-10-2012,Pound Sterling,84.3,value in indian rupees per unit of foreign currency,
03-10-2012,Japanese Yen,66.89,value in indian rupees per unit of foreign currency,
03-10-2012,Euro,67.45,value in indian rupees per unit of foreign currency,
01-10-2012,US Dollar,52.78,value in indian rupees per unit of foreign currency,
01-10-2012,Pound Sterling,85.16,value in indian rupees per unit of foreign currency,
01-10-2012,Japanese Yen,67.86,value in indian rupees per unit of foreign currency,
01-10-2012,Euro,67.78,value in indian rupees per unit of foreign currency,
28-09-2012,US Dollar,52.7,value in indian rupees per unit of foreign currency,
28-09-2012,Pound Sterling,85.71,value in indian rupees per unit of foreign currency,
28-09-2012,Japanese Yen,68.0,value in indian rupees per unit of foreign currency,
28-09-2012,Euro,68.15,value in indian rupees per unit of foreign currency,
27-09-2012,US Dollar,53.26,value in indian rupees per unit of foreign currency,
27-09-2012,Pound Sterling,86.23,value in indian rupees per unit of foreign currency,
27-09-2012,Japanese Yen,68.56,value in indian rupees per unit of foreign currency,
27-09-2012,Euro,68.64,value in indian rupees per unit of foreign currency,
26-09-2012,US Dollar,53.58,value in indian rupees per unit of foreign currency,
26-09-2012,Pound Sterling,86.6,value in indian rupees per unit of foreign currency,
26-09-2012,Japanese Yen,68.93,value in indian rupees per unit of foreign currency,
26-09-2012,Euro,68.94,value in indian rupees per unit of foreign currency,
25-09-2012,US Dollar,53.53,value in indian rupees per unit of foreign currency,
25-09-2012,Pound Sterling,86.82,value in indian rupees per unit of foreign currency,
25-09-2012,Japanese Yen,68.86,value in indian rupees per unit of foreign currency,
25-09-2012,Euro,69.03,value in indian rupees per unit of foreign currency,
24-09-2012,US Dollar,53.29,value in indian rupees per unit of foreign currency,
24-09-2012,Pound Sterling,86.44,value in indian rupees per unit of foreign currency,
24-09-2012,Japanese Yen,68.28,value in indian rupees per unit of foreign currency,
24-09-2012,Euro,68.95,value in indian rupees per unit of foreign currency,
21-09-2012,US Dollar,53.91,value in indian rupees per unit of foreign currency,
21-09-2012,Pound Sterling,87.6,value in indian rupees per unit of foreign currency,
21-09-2012,Japanese Yen,68.98,value in indian rupees per unit of foreign currency,
21-09-2012,Euro,70.01,value in indian rupees per unit of foreign currency,
20-09-2012,US Dollar,54.34,value in indian rupees per unit of foreign currency,
20-09-2012,Pound Sterling,87.91,value in indian rupees per unit of foreign currency,
20-09-2012,Japanese Yen,69.49,value in indian rupees per unit of foreign currency,
20-09-2012,Euro,70.57,value in indian rupees per unit of foreign currency,
18-09-2012,US Dollar,54.26,value in indian rupees per unit of foreign currency,
18-09-2012,Pound Sterling,88.15,value in indian rupees per unit of foreign currency,
18-09-2012,Japanese Yen,68.99,value in indian rupees per unit of foreign currency,
18-09-2012,Euro,71.03,value in indian rupees per unit of foreign currency,
17-09-2012,US Dollar,53.97,value in indian rupees per unit of foreign currency,
17-09-2012,Pound Sterling,87.52,value in indian rupees per unit of foreign currency,
17-09-2012,Japanese Yen,68.95,value in indian rupees per unit of foreign currency,
17-09-2012,Euro,70.84,value in indian rupees per unit of foreign currency,
14-09-2012,US Dollar,54.73,value in indian rupees per unit of foreign currency,
14-09-2012,Pound Sterling,88.61,value in indian rupees per unit of foreign currency,
14-09-2012,Japanese Yen,70.55,value in indian rupees per unit of foreign currency,
14-09-2012,Euro,71.34,value in indian rupees per unit of foreign currency,
13-09-2012,US Dollar,55.44,value in indian rupees per unit of foreign currency,
13-09-2012,Pound Sterling,89.31,value in indian rupees per unit of foreign currency,
13-09-2012,Japanese Yen,71.33,value in indian rupees per unit of foreign currency,
13-09-2012,Euro,71.62,value in indian rupees per unit of foreign currency,
12-09-2012,US Dollar,55.26,value in indian rupees per unit of foreign currency,
12-09-2012,Pound Sterling,88.85,value in indian rupees per unit of foreign currency,
12-09-2012,Japanese Yen,70.93,value in indian rupees per unit of foreign currency,
12-09-2012,Euro,71.13,value in indian rupees per unit of foreign currency,
11-09-2012,US Dollar,55.52,value in indian rupees per unit of foreign currency,
11-09-2012,Pound Sterling,88.85,value in indian rupees per unit of foreign currency,
11-09-2012,Japanese Yen,70.99,value in indian rupees per unit of foreign currency,
11-09-2012,Euro,70.85,value in indian rupees per unit of foreign currency,
10-09-2012,US Dollar,55.34,value in indian rupees per unit of foreign currency,
10-09-2012,Pound Sterling,88.5,value in indian rupees per unit of foreign currency,
10-09-2012,Japanese Yen,70.71,value in indian rupees per unit of foreign currency,
10-09-2012,Euro,70.74,value in indian rupees per unit of foreign currency,
07-09-2012,US Dollar,55.52,value in indian rupees per unit of foreign currency,
07-09-2012,Pound Sterling,88.49,value in indian rupees per unit of foreign currency,
07-09-2012,Japanese Yen,70.31,value in indian rupees per unit of foreign currency,
07-09-2012,Euro,70.2,value in indian rupees per unit of foreign currency,
06-09-2012,US Dollar,55.97,value in indian rupees per unit of foreign currency,
06-09-2012,Pound Sterling,89.02,value in indian rupees per unit of foreign currency,
06-09-2012,Japanese Yen,71.39,value in indian rupees per unit of foreign currency,
06-09-2012,Euro,70.61,value in indian rupees per unit of foreign currency,
05-09-2012,US Dollar,55.9,value in indian rupees per unit of foreign currency,
05-09-2012,Pound Sterling,88.63,value in indian rupees per unit of foreign currency,
05-09-2012,Japanese Yen,71.33,value in indian rupees per unit of foreign currency,
05-09-2012,Euro,70.03,value in indian rupees per unit of foreign currency,
04-09-2012,US Dollar,55.54,value in indian rupees per unit of foreign currency,
04-09-2012,Pound Sterling,88.23,value in indian rupees per unit of foreign currency,
04-09-2012,Japanese Yen,70.85,value in indian rupees per unit of foreign currency,
04-09-2012,Euro,70.02,value in indian rupees per unit of foreign currency,
03-09-2012,US Dollar,55.45,value in indian rupees per unit of foreign currency,
03-09-2012,Pound Sterling,87.98,value in indian rupees per unit of foreign currency,
03-09-2012,Japanese Yen,70.83,value in indian rupees per unit of foreign currency,
03-09-2012,Euro,69.7,value in indian rupees per unit of foreign currency,
31-08-2012,US Dollar,55.72,value in indian rupees per unit of foreign currency,
31-08-2012,Pound Sterling,87.95,value in indian rupees per unit of foreign currency,
31-08-2012,Japanese Yen,71.04,value in indian rupees per unit of foreign currency,
31-08-2012,Euro,69.66,value in indian rupees per unit of foreign currency,
30-08-2012,US Dollar,55.65,value in indian rupees per unit of foreign currency,
30-08-2012,Pound Sterling,88.1,value in indian rupees per unit of foreign currency,
30-08-2012,Japanese Yen,70.78,value in indian rupees per unit of foreign currency,
30-08-2012,Euro,69.84,value in indian rupees per unit of foreign currency,
29-08-2012,US Dollar,55.67,value in indian rupees per unit of foreign currency,
29-08-2012,Pound Sterling,88.05,value in indian rupees per unit of foreign currency,
29-08-2012,Japanese Yen,70.9,value in indian rupees per unit of foreign currency,
29-08-2012,Euro,69.92,value in indian rupees per unit of foreign currency,
28-08-2012,US Dollar,55.78,value in indian rupees per unit of foreign currency,
28-08-2012,Pound Sterling,88.04,value in indian rupees per unit of foreign currency,
28-08-2012,Japanese Yen,71.01,value in indian rupees per unit of foreign currency,
28-08-2012,Euro,69.62,value in indian rupees per unit of foreign currency,
27-08-2012,US Dollar,55.59,value in indian rupees per unit of foreign currency,
27-08-2012,Pound Sterling,87.87,value in indian rupees per unit of foreign currency,
27-08-2012,Japanese Yen,70.62,value in indian rupees per unit of foreign currency,
27-08-2012,Euro,69.5,value in indian rupees per unit of foreign currency,
24-08-2012,US Dollar,55.38,value in indian rupees per unit of foreign currency,
24-08-2012,Pound Sterling,87.8,value in indian rupees per unit of foreign currency,
24-08-2012,Japanese Yen,70.47,value in indian rupees per unit of foreign currency,
24-08-2012,Euro,69.48,value in indian rupees per unit of foreign currency,
23-08-2012,US Dollar,55.19,value in indian rupees per unit of foreign currency,
23-08-2012,Pound Sterling,87.65,value in indian rupees per unit of foreign currency,
23-08-2012,Japanese Yen,70.3,value in indian rupees per unit of foreign currency,
23-08-2012,Euro,69.16,value in indian rupees per unit of foreign currency,
22-08-2012,US Dollar,55.51,value in indian rupees per unit of foreign currency,
22-08-2012,Pound Sterling,87.6,value in indian rupees per unit of foreign currency,
22-08-2012,Japanese Yen,70.01,value in indian rupees per unit of foreign currency,
22-08-2012,Euro,69.15,value in indian rupees per unit of foreign currency,
21-08-2012,US Dollar,55.54,value in indian rupees per unit of foreign currency,
21-08-2012,Pound Sterling,87.39,value in indian rupees per unit of foreign currency,
21-08-2012,Japanese Yen,70.05,value in indian rupees per unit of foreign currency,
21-08-2012,Euro,68.72,value in indian rupees per unit of foreign currency,
17-08-2012,US Dollar,55.7,value in indian rupees per unit of foreign currency,
17-08-2012,Pound Sterling,87.55,value in indian rupees per unit of foreign currency,
17-08-2012,Japanese Yen,70.18,value in indian rupees per unit of foreign currency,
17-08-2012,Euro,68.85,value in indian rupees per unit of foreign currency,
16-08-2012,US Dollar,55.99,value in indian rupees per unit of foreign currency,
16-08-2012,Pound Sterling,87.55,value in indian rupees per unit of foreign currency,
16-08-2012,Japanese Yen,70.64,value in indian rupees per unit of foreign currency,
16-08-2012,Euro,68.69,value in indian rupees per unit of foreign currency,
14-08-2012,US Dollar,55.64,value in indian rupees per unit of foreign currency,
14-08-2012,Pound Sterling,87.31,value in indian rupees per unit of foreign currency,
14-08-2012,Japanese Yen,70.85,value in indian rupees per unit of foreign currency,
14-08-2012,Euro,68.81,value in indian rupees per unit of foreign currency,
13-08-2012,US Dollar,55.42,value in indian rupees per unit of foreign currency,
13-08-2012,Pound Sterling,86.78,value in indian rupees per unit of foreign currency,
13-08-2012,Japanese Yen,70.79,value in indian rupees per unit of foreign currency,
13-08-2012,Euro,68.03,value in indian rupees per unit of foreign currency,
10-08-2012,US Dollar,55.34,value in indian rupees per unit of foreign currency,
10-08-2012,Pound Sterling,86.45,value in indian rupees per unit of foreign currency,
10-08-2012,Japanese Yen,70.51,value in indian rupees per unit of foreign currency,
10-08-2012,Euro,68.04,value in indian rupees per unit of foreign currency,
09-08-2012,US Dollar,55.17,value in indian rupees per unit of foreign currency,
09-08-2012,Pound Sterling,86.43,value in indian rupees per unit of foreign currency,
09-08-2012,Japanese Yen,70.28,value in indian rupees per unit of foreign currency,
09-08-2012,Euro,68.27,value in indian rupees per unit of foreign currency,
08-08-2012,US Dollar,55.14,value in indian rupees per unit of foreign currency,
08-08-2012,Pound Sterling,86.0,value in indian rupees per unit of foreign currency,
08-08-2012,Japanese Yen,70.38,value in indian rupees per unit of foreign currency,
08-08-2012,Euro,68.31,value in indian rupees per unit of foreign currency,
07-08-2012,US Dollar,55.5,value in indian rupees per unit of foreign currency,
07-08-2012,Pound Sterling,86.4,value in indian rupees per unit of foreign currency,
07-08-2012,Japanese Yen,70.92,value in indian rupees per unit of foreign currency,
07-08-2012,Euro,68.7,value in indian rupees per unit of foreign currency,
06-08-2012,US Dollar,55.47,value in indian rupees per unit of foreign currency,
06-08-2012,Pound Sterling,86.6,value in indian rupees per unit of foreign currency,
06-08-2012,Japanese Yen,70.77,value in indian rupees per unit of foreign currency,
06-08-2012,Euro,68.66,value in indian rupees per unit of foreign currency,
03-08-2012,US Dollar,56.08,value in indian rupees per unit of foreign currency,
03-08-2012,Pound Sterling,87.03,value in indian rupees per unit of foreign currency,
03-08-2012,Japanese Yen,71.68,value in indian rupees per unit of foreign currency,
03-08-2012,Euro,68.36,value in indian rupees per unit of foreign currency,
02-08-2012,US Dollar,55.78,value in indian rupees per unit of foreign currency,
02-08-2012,Pound Sterling,86.75,value in indian rupees per unit of foreign currency,
02-08-2012,Japanese Yen,71.12,value in indian rupees per unit of foreign currency,
02-08-2012,Euro,68.32,value in indian rupees per unit of foreign currency,
01-08-2012,US Dollar,55.48,value in indian rupees per unit of foreign currency,
01-08-2012,Pound Sterling,86.94,value in indian rupees per unit of foreign currency,
01-08-2012,Japanese Yen,71.01,value in indian rupees per unit of foreign currency,
01-08-2012,Euro,68.31,value in indian rupees per unit of foreign currency,
31-07-2012,US Dollar,55.81,value in indian rupees per unit of foreign currency,
31-07-2012,Pound Sterling,87.67,value in indian rupees per unit of foreign currency,
31-07-2012,Japanese Yen,71.35,value in indian rupees per unit of foreign currency,
31-07-2012,Euro,68.45,value in indian rupees per unit of foreign currency,
30-07-2012,US Dollar,55.44,value in indian rupees per unit of foreign currency,
30-07-2012,Pound Sterling,87.12,value in indian rupees per unit of foreign currency,
30-07-2012,Japanese Yen,70.74,value in indian rupees per unit of foreign currency,
30-07-2012,Euro,68.15,value in indian rupees per unit of foreign currency,
27-07-2012,US Dollar,55.41,value in indian rupees per unit of foreign currency,
27-07-2012,Pound Sterling,86.93,value in indian rupees per unit of foreign currency,
27-07-2012,Japanese Yen,70.84,value in indian rupees per unit of foreign currency,
27-07-2012,Euro,68.1,value in indian rupees per unit of foreign currency,
26-07-2012,US Dollar,55.95,value in indian rupees per unit of foreign currency,
26-07-2012,Pound Sterling,86.56,value in indian rupees per unit of foreign currency,
26-07-2012,Japanese Yen,71.56,value in indian rupees per unit of foreign currency,
26-07-2012,Euro,67.95,value in indian rupees per unit of foreign currency,
25-07-2012,US Dollar,56.38,value in indian rupees per unit of foreign currency,
25-07-2012,Pound Sterling,87.44,value in indian rupees per unit of foreign currency,
25-07-2012,Japanese Yen,72.12,value in indian rupees per unit of foreign currency,
25-07-2012,Euro,68.05,value in indian rupees per unit of foreign currency,
24-07-2012,US Dollar,56.02,value in indian rupees per unit of foreign currency,
24-07-2012,Pound Sterling,86.89,value in indian rupees per unit of foreign currency,
24-07-2012,Japanese Yen,71.58,value in indian rupees per unit of foreign currency,
24-07-2012,Euro,67.84,value in indian rupees per unit of foreign currency,
23-07-2012,US Dollar,55.76,value in indian rupees per unit of foreign currency,
23-07-2012,Pound Sterling,86.8,value in indian rupees per unit of foreign currency,
23-07-2012,Japanese Yen,71.42,value in indian rupees per unit of foreign currency,
23-07-2012,Euro,67.43,value in indian rupees per unit of foreign currency,
20-07-2012,US Dollar,55.15,value in indian rupees per unit of foreign currency,
20-07-2012,Pound Sterling,86.58,value in indian rupees per unit of foreign currency,
20-07-2012,Japanese Yen,70.22,value in indian rupees per unit of foreign currency,
20-07-2012,Euro,67.6,value in indian rupees per unit of foreign currency,
19-07-2012,US Dollar,55.38,value in indian rupees per unit of foreign currency,
19-07-2012,Pound Sterling,86.75,value in indian rupees per unit of foreign currency,
19-07-2012,Japanese Yen,70.47,value in indian rupees per unit of foreign currency,
19-07-2012,Euro,68.06,value in indian rupees per unit of foreign currency,
18-07-2012,US Dollar,55.34,value in indian rupees per unit of foreign currency,
18-07-2012,Pound Sterling,86.55,value in indian rupees per unit of foreign currency,
18-07-2012,Japanese Yen,70.05,value in indian rupees per unit of foreign currency,
18-07-2012,Euro,67.95,value in indian rupees per unit of foreign currency,
17-07-2012,US Dollar,55.15,value in indian rupees per unit of foreign currency,
17-07-2012,Pound Sterling,86.3,value in indian rupees per unit of foreign currency,
17-07-2012,Japanese Yen,69.88,value in indian rupees per unit of foreign currency,
17-07-2012,Euro,67.73,value in indian rupees per unit of foreign currency,
16-07-2012,US Dollar,54.92,value in indian rupees per unit of foreign currency,
16-07-2012,Pound Sterling,85.47,value in indian rupees per unit of foreign currency,
16-07-2012,Japanese Yen,69.51,value in indian rupees per unit of foreign currency,
16-07-2012,Euro,67.15,value in indian rupees per unit of foreign currency,
13-07-2012,US Dollar,55.66,value in indian rupees per unit of foreign currency,
13-07-2012,Pound Sterling,85.89,value in indian rupees per unit of foreign currency,
13-07-2012,Japanese Yen,70.26,value in indian rupees per unit of foreign currency,
13-07-2012,Euro,67.88,value in indian rupees per unit of foreign currency,
12-07-2012,US Dollar,55.7,value in indian rupees per unit of foreign currency,
12-07-2012,Pound Sterling,86.28,value in indian rupees per unit of foreign currency,
12-07-2012,Japanese Yen,70.11,value in indian rupees per unit of foreign currency,
12-07-2012,Euro,68.15,value in indian rupees per unit of foreign currency,
11-07-2012,US Dollar,55.36,value in indian rupees per unit of foreign currency,
11-07-2012,Pound Sterling,85.95,value in indian rupees per unit of foreign currency,
11-07-2012,Japanese Yen,69.82,value in indian rupees per unit of foreign currency,
11-07-2012,Euro,67.87,value in indian rupees per unit of foreign currency,
10-07-2012,US Dollar,55.81,value in indian rupees per unit of foreign currency,
10-07-2012,Pound Sterling,86.53,value in indian rupees per unit of foreign currency,
10-07-2012,Japanese Yen,70.22,value in indian rupees per unit of foreign currency,
10-07-2012,Euro,68.58,value in indian rupees per unit of foreign currency,
09-07-2012,US Dollar,56.02,value in indian rupees per unit of foreign currency,
09-07-2012,Pound Sterling,86.78,value in indian rupees per unit of foreign currency,
09-07-2012,Japanese Yen,70.32,value in indian rupees per unit of foreign currency,
09-07-2012,Euro,68.83,value in indian rupees per unit of foreign currency,
06-07-2012,US Dollar,55.42,value in indian rupees per unit of foreign currency,
06-07-2012,Pound Sterling,86.04,value in indian rupees per unit of foreign currency,
06-07-2012,Japanese Yen,69.39,value in indian rupees per unit of foreign currency,
06-07-2012,Euro,68.61,value in indian rupees per unit of foreign currency,
05-07-2012,US Dollar,55.02,value in indian rupees per unit of foreign currency,
05-07-2012,Pound Sterling,85.93,value in indian rupees per unit of foreign currency,
05-07-2012,Japanese Yen,69.06,value in indian rupees per unit of foreign currency,
05-07-2012,Euro,68.97,value in indian rupees per unit of foreign currency,
04-07-2012,US Dollar,54.55,value in indian rupees per unit of foreign currency,
04-07-2012,Pound Sterling,85.48,value in indian rupees per unit of foreign currency,
04-07-2012,Japanese Yen,68.4,value in indian rupees per unit of foreign currency,
04-07-2012,Euro,68.7,value in indian rupees per unit of foreign currency,
03-07-2012,US Dollar,54.81,value in indian rupees per unit of foreign currency,
03-07-2012,Pound Sterling,86.04,value in indian rupees per unit of foreign currency,
03-07-2012,Japanese Yen,68.71,value in indian rupees per unit of foreign currency,
03-07-2012,Euro,69.06,value in indian rupees per unit of foreign currency,
02-07-2012,US Dollar,55.83,value in indian rupees per unit of foreign currency,
02-07-2012,Pound Sterling,87.41,value in indian rupees per unit of foreign currency,
02-07-2012,Japanese Yen,70.15,value in indian rupees per unit of foreign currency,
02-07-2012,Euro,70.43,value in indian rupees per unit of foreign currency,
29-06-2012,US Dollar,56.31,value in indian rupees per unit of foreign currency,
29-06-2012,Pound Sterling,88.06,value in indian rupees per unit of foreign currency,
29-06-2012,Japanese Yen,70.9,value in indian rupees per unit of foreign currency,
29-06-2012,Euro,70.91,value in indian rupees per unit of foreign currency,
28-06-2012,US Dollar,56.92,value in indian rupees per unit of foreign currency,
28-06-2012,Pound Sterling,88.91,value in indian rupees per unit of foreign currency,
28-06-2012,Japanese Yen,71.68,value in indian rupees per unit of foreign currency,
28-06-2012,Euro,71.25,value in indian rupees per unit of foreign currency,
27-06-2012,US Dollar,57.22,value in indian rupees per unit of foreign currency,
27-06-2012,Pound Sterling,89.42,value in indian rupees per unit of foreign currency,
27-06-2012,Japanese Yen,71.93,value in indian rupees per unit of foreign currency,
27-06-2012,Euro,71.46,value in indian rupees per unit of foreign currency,
26-06-2012,US Dollar,57.07,value in indian rupees per unit of foreign currency,
26-06-2012,Pound Sterling,88.96,value in indian rupees per unit of foreign currency,
26-06-2012,Japanese Yen,71.6,value in indian rupees per unit of foreign currency,
26-06-2012,Euro,71.4,value in indian rupees per unit of foreign currency,
25-06-2012,US Dollar,56.53,value in indian rupees per unit of foreign currency,
